uf,Ano,Frase,Contagem,Porcentagem
DF,2024,Morte no trânsito,123,10.38
DF,2024,Feminicídio,110,9.28
DF,2024,Homicídio doloso,101,8.52
DF,2024,Lesão corporal seguida de morte,66,5.57
DF,2024,Mortes a esclarecer,61,5.15
DF,2024,Morte por intervenção de Agente do Estado,57,4.81
DF,2024,Suicídio ,54,4.56
DF,2024,Suicídio,53,4.47
DF,2024,Morte de Agente do Estado,11,0.93
ES,2015,Morte por intervenção de Agente do Estado,81,26.47
ES,2016,Morte no trânsito,124,11.0
ES,2016,Feminicídio,123,10.91
ES,2016,Homicídio doloso,78,6.92
ES,2016,Lesão corporal seguida de morte,66,5.86
ES,2016,Morte por intervenção de Agente do Estado,66,5.86
ES,2016,Mortes a esclarecer,55,4.88
ES,2016,Suicídio ,55,4.88
ES,2016,Suicídio,53,4.7
ES,2016,Morte de Agente do Estado,18,1.6
ES,2017,Homicídio doloso,119,10.16
ES,2017,Feminicídio,115,9.82
ES,2017,Morte no trânsito,89,7.6
ES,2017,Lesão corporal seguida de morte,82,7.0
ES,2017,Morte por intervenção de Agente do Estado,78,6.66
ES,2017,Suicídio,54,4.61
ES,2017,Mortes a esclarecer,49,4.18
ES,2017,Suicídio ,44,3.76
ES,2017,Morte de Agente do Estado,14,1.2
ES,2018,Morte no trânsito,121,10.53
ES,2018,Homicídio doloso,111,9.66
ES,2018,Feminicídio,85,7.4
ES,2018,Morte por intervenção de Agente do Estado,67,5.83
ES,2018,Lesão corporal seguida de morte,59,5.13
ES,2018,Suicídio,48,4.18
ES,2018,Suicídio ,46,4.0
ES,2018,Mortes a esclarecer,42,3.66
ES,2018,Morte de Agente do Estado,13,1.13
ES,2019,Homicídio doloso,129,11.35
ES,2019,Feminicídio,88,7.74
ES,2019,Morte no trânsito,73,6.42
ES,2019,Suicídio ,65,5.72
ES,2019,Lesão corporal seguida de morte,61,5.36
ES,2019,Mortes a esclarecer,57,05.01
ES,2019,Morte por intervenção de Agente do Estado,55,4.84
ES,2019,Suicídio,48,4.22
ES,2019,Morte de Agente do Estado,17,1.5
ES,2020,Morte no trânsito,121,10.74
ES,2020,Homicídio doloso,115,10.2
ES,2020,Feminicídio,84,7.45
ES,2020,Morte por intervenção de Agente do Estado,78,6.92
ES,2020,Suicídio,68,06.03
ES,2020,Lesão corporal seguida de morte,58,5.15
ES,2020,Mortes a esclarecer,55,4.88
ES,2020,Suicídio ,40,3.55
ES,2020,Morte de Agente do Estado,18,1.6
ES,2021,Homicídio doloso,116,10.25
ES,2021,Morte no trânsito,97,8.57
ES,2021,Feminicídio,91,08.04
ES,2021,Lesão corporal seguida de morte,85,7.51
ES,2021,Suicídio,58,5.12
ES,2021,Mortes a esclarecer,53,4.68
ES,2021,Suicídio ,51,4.51
ES,2021,Morte por intervenção de Agente do Estado,47,4.15
ES,2021,Morte de Agente do Estado,11,0.97
ES,2022,Homicídio doloso,107,10.51
ES,2022,Morte no trânsito,101,9.92
ES,2022,Feminicídio,78,7.66
ES,2022,Morte por intervenção de Agente do Estado,73,7.17
ES,2022,Lesão corporal seguida de morte,69,6.78
ES,2022,Suicídio ,57,5.6
ES,2022,Suicídio,46,4.52
ES,2022,Mortes a esclarecer,35,3.44
ES,2022,Morte de Agente do Estado,18,1.77
ES,2023,Homicídio doloso,124,10.92
ES,2023,Feminicídio,90,7.92
ES,2023,Lesão corporal seguida de morte,90,7.92
ES,2023,Morte no trânsito,89,7.83
ES,2023,Suicídio,66,5.81
ES,2023,Mortes a esclarecer,60,5.28
ES,2023,Morte por intervenção de Agente do Estado,59,5.19
ES,2023,Suicídio ,40,3.52
ES,2023,Morte de Agente do Estado,13,1.14
ES,2024,Morte no trânsito,122,10.93
ES,2024,Homicídio doloso,108,9.68
ES,2024,Lesão corporal seguida de morte,100,8.96
ES,2024,Suicídio,68,06.09
ES,2024,Feminicídio,67,6.0
ES,2024,Morte por intervenção de Agente do Estado,62,5.56
ES,2024,Mortes a esclarecer,57,5.11
ES,2024,Suicídio ,52,4.66
ES,2024,Morte de Agente do Estado,11,0.99
GO,2015,Homicídio doloso,119,10.28
GO,2015,Feminicídio,112,9.67
GO,2015,Lesão corporal seguida de morte,97,8.38
GO,2015,Morte no trânsito,96,8.29
GO,2015,Morte por intervenção de Agente do Estado,58,05.01
GO,2015,Suicídio,51,4.4
GO,2015,Mortes a esclarecer,45,3.89
GO,2015,Suicídio ,44,3.8
GO,2015,Morte de Agente do Estado,14,1.21
GO,2016,Homicídio doloso,111,10.56
GO,2016,Feminicídio,92,8.75
GO,2016,Morte no trânsito,72,6.85
GO,2016,Lesão corporal seguida de morte,63,5.99
GO,2016,Morte por intervenção de Agente do Estado,57,5.42
GO,2016,Suicídio,51,4.85
GO,2016,Mortes a esclarecer,50,4.76
GO,2016,Suicídio ,39,3.71
GO,2016,Morte de Agente do Estado,12,1.14
GO,2017,Morte no trânsito,120,11.03
GO,2017,Homicídio doloso,103,9.47
GO,2017,Lesão corporal seguida de morte,82,7.54
GO,2017,Feminicídio,75,6.89
GO,2017,Suicídio ,70,6.43
GO,2017,Morte por intervenção de Agente do Estado,68,6.25
GO,2017,Mortes a esclarecer,48,4.41
GO,2017,Suicídio,47,4.32
GO,2017,Morte de Agente do Estado,13,1.19
GO,2018,Morte no trânsito,113,9.56
GO,2018,Lesão corporal seguida de morte,102,8.63
GO,2018,Feminicídio,97,8.21
GO,2018,Homicídio doloso,84,7.11
GO,2018,Suicídio ,67,5.67
GO,2018,Morte por intervenção de Agente do Estado,61,5.16
GO,2018,Mortes a esclarecer,51,4.31
GO,2018,Suicídio,43,3.64
GO,2018,Morte de Agente do Estado,13,1.1
GO,2019,Morte no trânsito,127,10.74
GO,2019,Homicídio doloso,120,10.15
GO,2019,Lesão corporal seguida de morte,93,7.87
GO,2019,Feminicídio,90,7.61
GO,2019,Suicídio ,68,5.75
GO,2019,Suicídio,67,5.67
GO,2019,Morte por intervenção de Agente do Estado,59,4.99
GO,2019,Mortes a esclarecer,41,3.47
GO,2019,Morte de Agente do Estado,11,0.93
GO,2020,Feminicídio,123,10.35
GO,2020,Homicídio doloso,111,9.34
GO,2020,Lesão corporal seguida de morte,96,08.08
GO,2020,Morte por intervenção de Agente do Estado,82,6.9
GO,2020,Morte no trânsito,71,5.98
GO,2020,Suicídio ,64,5.39
GO,2020,Suicídio,63,5.3
GO,2020,Mortes a esclarecer,57,4.8
GO,2020,Morte de Agente do Estado,16,1.35
GO,2021,Homicídio doloso,118,10.52
GO,2021,Feminicídio,95,8.47
GO,2021,Lesão corporal seguida de morte,90,08.02
GO,2021,Morte no trânsito,74,6.6
GO,2021,Suicídio ,68,06.06
GO,2021,Morte por intervenção de Agente do Estado,63,5.61
GO,2021,Mortes a esclarecer,47,4.19
GO,2021,Suicídio,46,4.1
GO,2021,Morte de Agente do Estado,14,1.25
GO,2022,Homicídio doloso,119,10.56
GO,2022,Feminicídio,107,9.49
GO,2022,Morte no trânsito,101,8.96
GO,2022,Lesão corporal seguida de morte,95,8.43
GO,2022,Morte por intervenção de Agente do Estado,74,6.57
GO,2022,Suicídio,47,4.17
GO,2022,Suicídio ,40,3.55
GO,2022,Mortes a esclarecer,39,3.46
GO,2022,Morte de Agente do Estado,16,1.42
GO,2023,Morte no trânsito,125,10.29
GO,2023,Homicídio doloso,117,9.63
GO,2023,Lesão corporal seguida de morte,99,8.15
GO,2023,Feminicídio,84,6.91
GO,2023,Morte por intervenção de Agente do Estado,71,5.84
GO,2023,Suicídio ,62,5.1
GO,2023,Mortes a esclarecer,46,3.79
GO,2023,Suicídio,41,3.37
GO,2023,Morte de Agente do Estado,16,1.32
GO,2024,Feminicídio,93,8.5
GO,2024,Homicídio doloso,83,7.59
GO,2024,Lesão corporal seguida de morte,74,6.76
GO,2024,Morte no trânsito,73,6.67
GO,2024,Suicídio ,68,6.22
GO,2024,Suicídio,66,06.03
GO,2024,Mortes a esclarecer,58,5.3
GO,2024,Morte por intervenção de Agente do Estado,53,4.84
GO,2024,Morte de Agente do Estado,15,1.37
MA,2015,Feminicídio,96,09.07
MA,2015,Lesão corporal seguida de morte,96,09.07
MA,2015,Morte no trânsito,93,8.79
MA,2015,Homicídio doloso,86,8.13
MA,2015,Suicídio ,58,5.48
MA,2015,Morte por intervenção de Agente do Estado,46,4.35
MA,2015,Mortes a esclarecer,45,4.25
MA,2015,Suicídio,43,04.06
MA,2015,Morte de Agente do Estado,15,1.42
MA,2016,Homicídio doloso,116,9.84
MA,2016,Morte no trânsito,92,7.8
MA,2016,Feminicídio,83,07.04
MA,2016,Morte por intervenção de Agente do Estado,83,07.04
MA,2016,Lesão corporal seguida de morte,81,6.87
MA,2016,Suicídio ,64,5.43
MA,2016,Suicídio,60,05.09
MA,2016,Mortes a esclarecer,35,2.97
MA,2016,Morte de Agente do Estado,19,1.61
MA,2017,Homicídio doloso,92,8.57
MA,2017,Morte no trânsito,78,7.26
MA,2017,Feminicídio,71,6.61
MA,2017,Lesão corporal seguida de morte,67,6.24
MA,2017,Morte por intervenção de Agente do Estado,63,5.87
MA,2017,Suicídio ,61,5.68
MA,2017,Suicídio,58,5.4
MA,2017,Mortes a esclarecer,54,05.03
MA,2017,Morte de Agente do Estado,14,1.3
MA,2018,Feminicídio,105,9.74
MA,2018,Morte no trânsito,98,09.09
MA,2018,Homicídio doloso,75,6.96
MA,2018,Lesão corporal seguida de morte,69,6.4
MA,2018,Suicídio ,66,6.12
MA,2018,Morte por intervenção de Agente do Estado,56,5.19
MA,2018,Mortes a esclarecer,51,4.73
MA,2018,Suicídio,40,3.71
MA,2018,Morte de Agente do Estado,11,01.02
MA,2019,Morte no trânsito,128,10.88
MA,2019,Homicídio doloso,118,10.03
MA,2019,Lesão corporal seguida de morte,100,8.5
MA,2019,Feminicídio,77,6.54
MA,2019,Suicídio,63,5.35
MA,2019,Suicídio ,60,5.1
MA,2019,Morte por intervenção de Agente do Estado,54,4.59
MA,2019,Mortes a esclarecer,51,4.33
MA,2019,Morte de Agente do Estado,13,1.1
MA,2020,Homicídio doloso,99,8.89
MA,2020,Lesão corporal seguida de morte,88,7.9
MA,2020,Morte no trânsito,87,7.81
MA,2020,Morte por intervenção de Agente do Estado,81,7.27
MA,2020,Suicídio,71,6.37
MA,2020,Feminicídio,68,6.1
MA,2020,Suicídio ,63,5.66
MA,2020,Mortes a esclarecer,47,4.22
MA,2020,Morte de Agente do Estado,14,1.26
MA,2021,Homicídio doloso,122,10.73
MA,2021,Morte no trânsito,105,9.23
MA,2021,Feminicídio,76,6.68
MA,2021,Lesão corporal seguida de morte,70,6.16
MA,2021,Suicídio ,70,6.16
MA,2021,Suicídio,56,4.93
MA,2021,Mortes a esclarecer,48,4.22
MA,2021,Morte por intervenção de Agente do Estado,48,4.22
MA,2021,Morte de Agente do Estado,19,1.67
MA,2022,Feminicídio,114,9.75
MA,2022,Morte no trânsito,109,9.32
MA,2022,Homicídio doloso,90,7.7
MA,2022,Lesão corporal seguida de morte,89,7.61
MA,2022,Morte por intervenção de Agente do Estado,83,7.1
MA,2022,Suicídio ,64,5.47
MA,2022,Suicídio,56,4.79
MA,2022,Mortes a esclarecer,40,3.42
MA,2022,Morte de Agente do Estado,12,01.03
MA,2023,Homicídio doloso,90,7.7
MA,2023,Lesão corporal seguida de morte,90,7.7
MA,2023,Feminicídio,84,7.19
MA,2023,Morte no trânsito,81,6.93
MA,2023,Morte por intervenção de Agente do Estado,73,6.24
MA,2023,Suicídio,65,5.56
MA,2023,Suicídio ,60,5.13
MA,2023,Mortes a esclarecer,46,3.93
MA,2023,Morte de Agente do Estado,16,1.37
MA,2024,Feminicídio,120,9.72
MA,2024,Homicídio doloso,120,9.72
MA,2024,Morte no trânsito,98,7.94
MA,2024,Lesão corporal seguida de morte,89,7.21
MA,2024,Morte por intervenção de Agente do Estado,74,6.0
MA,2024,Mortes a esclarecer,63,5.11
MA,2024,Suicídio,63,5.11
MA,2024,Suicídio ,50,04.05
MA,2024,Morte de Agente do Estado,12,0.97
MG,2015,Feminicídio,122,10.21
MG,2015,Morte no trânsito,119,9.96
MG,2015,Homicídio doloso,96,08.03
MG,2015,Morte por intervenção de Agente do Estado,70,5.86
MG,2015,Lesão corporal seguida de morte,67,5.61
MG,2015,Suicídio ,65,5.44
MG,2015,Mortes a esclarecer,51,4.27
MG,2015,Suicídio,40,3.35
MG,2015,Morte de Agente do Estado,12,1.0
MG,2016,Homicídio doloso,103,9.82
MG,2016,Morte no trânsito,91,8.67
MG,2016,Lesão corporal seguida de morte,70,6.67
MG,2016,Feminicídio,69,6.58
MG,2016,Suicídio,63,06.01
MG,2016,Mortes a esclarecer,54,5.15
MG,2016,Suicídio ,53,05.05
MG,2016,Morte por intervenção de Agente do Estado,49,4.67
MG,2016,Morte de Agente do Estado,13,1.24
MG,2017,Lesão corporal seguida de morte,103,9.23
MG,2017,Feminicídio,96,8.6
MG,2017,Morte no trânsito,94,8.42
MG,2017,Homicídio doloso,81,7.26
MG,2017,Morte por intervenção de Agente do Estado,70,6.27
MG,2017,Mortes a esclarecer,57,5.11
MG,2017,Suicídio ,54,4.84
MG,2017,Suicídio,52,4.66
MG,2017,Morte de Agente do Estado,12,01.08
MG,2018,Homicídio doloso,112,9.56
MG,2018,Feminicídio,105,8.97
MG,2018,Morte no trânsito,86,7.34
MG,2018,Lesão corporal seguida de morte,85,7.26
MG,2018,Morte por intervenção de Agente do Estado,78,6.66
MG,2018,Suicídio,70,5.98
MG,2018,Suicídio ,68,5.81
MG,2018,Mortes a esclarecer,53,4.53
MG,2018,Morte de Agente do Estado,17,1.45
MG,2019,Morte no trânsito,96,09.08
MG,2019,Lesão corporal seguida de morte,92,8.7
MG,2019,Feminicídio,91,8.61
MG,2019,Homicídio doloso,76,7.19
MG,2019,Morte por intervenção de Agente do Estado,63,5.96
MG,2019,Suicídio,62,5.87
MG,2019,Suicídio ,46,4.35
MG,2019,Mortes a esclarecer,43,04.07
MG,2019,Morte de Agente do Estado,16,1.51
MG,2020,Homicídio doloso,118,9.66
MG,2020,Feminicídio,114,9.33
MG,2020,Morte no trânsito,103,8.43
MG,2020,Lesão corporal seguida de morte,96,7.86
MG,2020,Suicídio ,69,5.65
MG,2020,Suicídio,63,5.16
MG,2020,Morte por intervenção de Agente do Estado,62,05.07
MG,2020,Mortes a esclarecer,41,3.36
MG,2020,Morte de Agente do Estado,14,1.15
MG,2021,Morte no trânsito,100,9.51
MG,2021,Homicídio doloso,97,9.22
MG,2021,Feminicídio,83,7.89
MG,2021,Suicídio,69,6.56
MG,2021,Lesão corporal seguida de morte,57,5.42
MG,2021,Morte por intervenção de Agente do Estado,55,5.23
MG,2021,Suicídio ,47,4.47
MG,2021,Mortes a esclarecer,37,3.52
MG,2021,Morte de Agente do Estado,16,1.52
MG,2022,Feminicídio,111,9.61
MG,2022,Lesão corporal seguida de morte,100,8.66
MG,2022,Morte no trânsito,90,7.79
MG,2022,Homicídio doloso,88,7.62
MG,2022,Morte por intervenção de Agente do Estado,73,6.32
MG,2022,Suicídio,70,06.06
MG,2022,Suicídio ,55,4.76
MG,2022,Mortes a esclarecer,46,3.98
MG,2022,Morte de Agente do Estado,15,1.3
MG,2023,Feminicídio,108,10.02
MG,2023,Homicídio doloso,101,9.37
MG,2023,Morte por intervenção de Agente do Estado,73,6.77
MG,2023,Morte no trânsito,71,6.59
MG,2023,Lesão corporal seguida de morte,64,5.94
MG,2023,Suicídio ,59,5.47
MG,2023,Suicídio,46,4.27
MG,2023,Mortes a esclarecer,40,3.71
MG,2023,Morte de Agente do Estado,15,1.39
MG,2024,Feminicídio,102,9.55
MG,2024,Homicídio doloso,102,9.55
MG,2024,Morte no trânsito,77,7.21
MG,2024,Morte por intervenção de Agente do Estado,66,6.18
MG,2024,Lesão corporal seguida de morte,62,5.81
MG,2024,Suicídio,61,5.71
MG,2024,Suicídio ,55,5.15
MG,2024,Mortes a esclarecer,45,4.21
MG,2024,Morte de Agente do Estado,12,1.12
MS,2015,Morte no trânsito,123,10.77
MS,2015,Feminicídio,112,9.81
MS,2015,Homicídio doloso,97,8.49
MS,2015,Suicídio ,67,5.87
MS,2015,Lesão corporal seguida de morte,65,5.69
MS,2015,Morte por intervenção de Agente do Estado,58,05.08
MS,2015,Suicídio,51,4.47
MS,2015,Mortes a esclarecer,49,4.29
MS,2015,Morte de Agente do Estado,11,0.96
MS,2016,Homicídio doloso,113,10.25
MS,2016,Feminicídio,93,8.44
MS,2016,Lesão corporal seguida de morte,88,7.99
MS,2016,Morte no trânsito,71,6.44
MS,2016,Suicídio,54,4.9
MS,2016,Morte por intervenção de Agente do Estado,53,4.81
MS,2016,Mortes a esclarecer,42,3.81
MS,2016,Suicídio ,41,3.72
MS,2016,Morte de Agente do Estado,15,1.36
MS,2017,Homicídio doloso,123,11.12
MS,2017,Feminicídio,104,9.4
MS,2017,Lesão corporal seguida de morte,84,7.59
MS,2017,Morte no trânsito,79,7.14
MS,2017,Morte por intervenção de Agente do Estado,56,05.06
MS,2017,Suicídio ,53,4.79
MS,2017,Mortes a esclarecer,49,4.43
MS,2017,Suicídio,47,4.25
MS,2017,Morte de Agente do Estado,12,01.08
MS,2018,Morte no trânsito,110,9.6
MS,2018,Feminicídio,106,9.25
MS,2018,Lesão corporal seguida de morte,85,7.42
MS,2018,Homicídio doloso,83,7.24
MS,2018,Suicídio,64,5.58
MS,2018,Mortes a esclarecer,59,5.15
MS,2018,Morte por intervenção de Agente do Estado,58,05.06
MS,2018,Suicídio ,53,4.62
MS,2018,Morte de Agente do Estado,14,1.22
MS,2019,Feminicídio,99,8.94
MS,2019,Morte no trânsito,90,8.13
MS,2019,Homicídio doloso,74,6.68
MS,2019,Suicídio,67,06.05
MS,2019,Lesão corporal seguida de morte,61,5.51
MS,2019,Mortes a esclarecer,57,5.15
MS,2019,Morte por intervenção de Agente do Estado,47,4.25
MS,2019,Suicídio ,43,3.88
MS,2019,Morte de Agente do Estado,14,1.26
MS,2020,Homicídio doloso,105,8.84
MS,2020,Lesão corporal seguida de morte,104,8.75
MS,2020,Feminicídio,100,8.42
MS,2020,Morte no trânsito,97,8.16
MS,2020,Morte por intervenção de Agente do Estado,60,05.05
MS,2020,Mortes a esclarecer,56,4.71
MS,2020,Suicídio ,56,4.71
MS,2020,Suicídio,46,3.87
MS,2020,Morte de Agente do Estado,14,1.18
MS,2021,Morte no trânsito,106,9.27
MS,2021,Feminicídio,103,9.0
MS,2021,Homicídio doloso,87,7.6
MS,2021,Morte por intervenção de Agente do Estado,81,07.08
MS,2021,Suicídio ,64,5.59
MS,2021,Lesão corporal seguida de morte,63,5.51
MS,2021,Suicídio,54,4.72
MS,2021,Mortes a esclarecer,40,3.5
MS,2021,Morte de Agente do Estado,11,0.96
MS,2022,Morte no trânsito,123,10.56
MS,2022,Feminicídio,91,7.81
MS,2022,Lesão corporal seguida de morte,85,7.3
MS,2022,Morte por intervenção de Agente do Estado,77,6.61
MS,2022,Homicídio doloso,75,6.44
MS,2022,Suicídio,67,5.75
MS,2022,Suicídio ,65,5.58
MS,2022,Mortes a esclarecer,55,4.72
MS,2022,Morte de Agente do Estado,13,1.12
MS,2023,Homicídio doloso,84,7.88
MS,2023,Feminicídio,79,7.41
MS,2023,Lesão corporal seguida de morte,79,7.41
MS,2023,Morte no trânsito,76,7.13
MS,2023,Suicídio,71,6.66
MS,2023,Suicídio ,65,6.1
MS,2023,Morte por intervenção de Agente do Estado,59,5.53
MS,2023,Mortes a esclarecer,40,3.75
MS,2023,Morte de Agente do Estado,13,1.22
MS,2024,Homicídio doloso,118,10.34
MS,2024,Morte no trânsito,100,8.76
MS,2024,Feminicídio,99,8.68
MS,2024,Morte por intervenção de Agente do Estado,84,7.36
MS,2024,Suicídio ,66,5.78
MS,2024,Lesão corporal seguida de morte,63,5.52
MS,2024,Suicídio,48,4.21
MS,2024,Mortes a esclarecer,39,3.42
MS,2024,Morte de Agente do Estado,13,1.14
MT,2015,Morte no trânsito,122,10.83
MT,2015,Homicídio doloso,99,8.79
MT,2015,Lesão corporal seguida de morte,96,8.53
MT,2015,Feminicídio,95,8.44
MT,2015,Morte por intervenção de Agente do Estado,56,4.97
MT,2015,Suicídio,53,4.71
MT,2015,Mortes a esclarecer,47,4.17
MT,2015,Suicídio ,44,3.91
MT,2015,Morte de Agente do Estado,19,1.69
MT,2016,Feminicídio,122,10.66
MT,2016,Morte no trânsito,118,10.31
MT,2016,Homicídio doloso,104,09.08
MT,2016,Lesão corporal seguida de morte,63,5.5
MT,2016,Morte por intervenção de Agente do Estado,59,5.15
MT,2016,Suicídio,57,4.98
MT,2016,Mortes a esclarecer,46,04.02
MT,2016,Suicídio ,46,04.02
MT,2016,Morte de Agente do Estado,17,1.48
MT,2017,Lesão corporal seguida de morte,100,9.31
MT,2017,Morte no trânsito,98,9.12
MT,2017,Homicídio doloso,84,7.82
MT,2017,Feminicídio,78,7.26
MT,2017,Mortes a esclarecer,58,5.4
MT,2017,Suicídio,55,5.12
MT,2017,Suicídio ,52,4.84
MT,2017,Morte por intervenção de Agente do Estado,47,4.38
MT,2017,Morte de Agente do Estado,17,1.58
MT,2018,Feminicídio,92,8.89
MT,2018,Homicídio doloso,84,8.12
MT,2018,Morte no trânsito,77,7.44
MT,2018,Lesão corporal seguida de morte,58,5.6
MT,2018,Morte por intervenção de Agente do Estado,55,5.31
MT,2018,Mortes a esclarecer,53,5.12
MT,2018,Suicídio,44,4.25
MT,2018,Suicídio ,43,4.15
MT,2018,Morte de Agente do Estado,17,1.64
MT,2019,Morte no trânsito,121,10.46
MT,2019,Homicídio doloso,107,9.25
MT,2019,Lesão corporal seguida de morte,89,7.69
MT,2019,Feminicídio,82,07.09
MT,2019,Mortes a esclarecer,63,5.45
MT,2019,Suicídio,63,5.45
MT,2019,Suicídio ,62,5.36
MT,2019,Morte por intervenção de Agente do Estado,53,4.58
MT,2019,Morte de Agente do Estado,11,0.95
MT,2020,Lesão corporal seguida de morte,102,8.8
MT,2020,Feminicídio,100,8.63
MT,2020,Morte no trânsito,100,8.63
MT,2020,Homicídio doloso,79,6.82
MT,2020,Morte por intervenção de Agente do Estado,72,6.21
MT,2020,Suicídio ,65,5.61
MT,2020,Suicídio,60,5.18
MT,2020,Mortes a esclarecer,42,3.62
MT,2020,Morte de Agente do Estado,19,1.64
MT,2021,Feminicídio,114,10.16
MT,2021,Lesão corporal seguida de morte,91,8.11
MT,2021,Morte no trânsito,87,7.75
MT,2021,Morte por intervenção de Agente do Estado,78,6.95
MT,2021,Homicídio doloso,77,6.86
MT,2021,Suicídio ,68,06.06
MT,2021,Suicídio,58,5.17
MT,2021,Mortes a esclarecer,50,4.46
MT,2021,Morte de Agente do Estado,15,1.34
MT,2022,Feminicídio,122,11.0
MT,2022,Morte no trânsito,114,10.28
MT,2022,Homicídio doloso,83,7.48
MT,2022,Suicídio ,69,6.22
MT,2022,Morte por intervenção de Agente do Estado,69,6.22
MT,2022,Lesão corporal seguida de morte,59,5.32
MT,2022,Suicídio,56,05.05
MT,2022,Mortes a esclarecer,36,3.25
MT,2022,Morte de Agente do Estado,13,1.17
MT,2023,Feminicídio,94,8.58
MT,2023,Homicídio doloso,91,8.31
MT,2023,Morte no trânsito,90,8.22
MT,2023,Lesão corporal seguida de morte,73,6.67
MT,2023,Suicídio ,65,5.94
MT,2023,Morte por intervenção de Agente do Estado,61,5.57
MT,2023,Suicídio,54,4.93
MT,2023,Mortes a esclarecer,41,3.74
MT,2023,Morte de Agente do Estado,14,1.28
MT,2024,Morte no trânsito,126,11.57
MT,2024,Homicídio doloso,95,8.72
MT,2024,Morte por intervenção de Agente do Estado,78,7.16
MT,2024,Feminicídio,70,6.43
MT,2024,Lesão corporal seguida de morte,62,5.69
MT,2024,Suicídio ,59,5.42
MT,2024,Mortes a esclarecer,55,05.05
MT,2024,Suicídio,50,4.59
MT,2024,Morte de Agente do Estado,18,1.65
PA,2015,Homicídio doloso,100,8.55
PA,2015,Lesão corporal seguida de morte,91,7.78
PA,2015,Morte no trânsito,83,07.09
PA,2015,Feminicídio,80,6.84
PA,2015,Suicídio,69,5.9
PA,2015,Mortes a esclarecer,62,5.3
PA,2015,Suicídio ,56,4.79
PA,2015,Morte por intervenção de Agente do Estado,55,4.7
PA,2015,Morte de Agente do Estado,17,1.45
PA,2016,Morte no trânsito,129,11.66
PA,2016,Feminicídio,85,7.69
PA,2016,Homicídio doloso,72,6.51
PA,2016,Lesão corporal seguida de morte,69,6.24
PA,2016,Mortes a esclarecer,64,5.79
PA,2016,Suicídio,63,5.7
PA,2016,Morte por intervenção de Agente do Estado,54,4.88
PA,2016,Suicídio ,52,4.7
PA,2016,Morte de Agente do Estado,19,1.72
PA,2017,Homicídio doloso,115,10.47
PA,2017,Lesão corporal seguida de morte,99,09.02
PA,2017,Morte no trânsito,94,8.56
PA,2017,Feminicídio,90,8.2
PA,2017,Morte por intervenção de Agente do Estado,68,6.19
PA,2017,Suicídio ,66,06.01
PA,2017,Suicídio,60,5.46
PA,2017,Mortes a esclarecer,38,3.46
PA,2017,Morte de Agente do Estado,11,1.0
PA,2018,Homicídio doloso,128,11.15
PA,2018,Morte no trânsito,113,9.84
PA,2018,Feminicídio,89,7.75
PA,2018,Lesão corporal seguida de morte,82,7.14
PA,2018,Suicídio ,65,5.66
PA,2018,Suicídio,51,4.44
PA,2018,Morte por intervenção de Agente do Estado,48,4.18
PA,2018,Mortes a esclarecer,43,3.75
PA,2018,Morte de Agente do Estado,18,1.57
PA,2019,Homicídio doloso,104,9.6
PA,2019,Lesão corporal seguida de morte,95,8.77
PA,2019,Morte no trânsito,79,7.29
PA,2019,Morte por intervenção de Agente do Estado,78,7.2
PA,2019,Feminicídio,76,07.02
PA,2019,Suicídio ,51,4.71
PA,2019,Suicídio,50,4.62
PA,2019,Mortes a esclarecer,39,3.6
PA,2019,Morte de Agente do Estado,11,01.02
PA,2020,Morte no trânsito,130,10.76
PA,2020,Homicídio doloso,110,9.11
PA,2020,Feminicídio,87,7.2
PA,2020,Suicídio,71,5.88
PA,2020,Lesão corporal seguida de morte,69,5.71
PA,2020,Morte por intervenção de Agente do Estado,67,5.55
PA,2020,Suicídio ,48,3.97
PA,2020,Mortes a esclarecer,40,3.31
PA,2020,Morte de Agente do Estado,18,1.49
PA,2021,Feminicídio,123,10.84
PA,2021,Homicídio doloso,88,7.75
PA,2021,Morte no trânsito,85,7.49
PA,2021,Morte por intervenção de Agente do Estado,75,6.61
PA,2021,Lesão corporal seguida de morte,66,5.81
PA,2021,Mortes a esclarecer,61,5.37
PA,2021,Suicídio ,61,5.37
PA,2021,Suicídio,43,3.79
PA,2021,Morte de Agente do Estado,13,1.15
PA,2022,Morte no trânsito,126,11.93
PA,2022,Homicídio doloso,114,10.8
PA,2022,Lesão corporal seguida de morte,72,6.82
PA,2022,Feminicídio,69,6.53
PA,2022,Suicídio ,53,05.02
PA,2022,Morte por intervenção de Agente do Estado,49,4.64
PA,2022,Mortes a esclarecer,45,4.26
PA,2022,Suicídio,39,3.69
PA,2022,Morte de Agente do Estado,16,1.52
PA,2023,Morte no trânsito,124,10.45
PA,2023,Feminicídio,107,09.01
PA,2023,Homicídio doloso,88,7.41
PA,2023,Lesão corporal seguida de morte,81,6.82
PA,2023,Morte por intervenção de Agente do Estado,78,6.57
PA,2023,Suicídio,61,5.14
PA,2023,Mortes a esclarecer,59,4.97
PA,2023,Suicídio ,46,3.88
PA,2023,Morte de Agente do Estado,13,1.1
PA,2024,Feminicídio,111,10.25
PA,2024,Morte no trânsito,91,8.4
PA,2024,Homicídio doloso,77,7.11
PA,2024,Morte por intervenção de Agente do Estado,66,06.09
PA,2024,Lesão corporal seguida de morte,56,5.17
PA,2024,Suicídio,56,5.17
